"date";"MAU";"country"
"2022-03-07";2;"Solomon_Islands"
"2022-03-07";1;"Comoros"
"2022-03-07";1;"Mongolia"
"2022-03-07";1;"Turkmenistan"
"2022-03-07";6;"Dominica"
"2022-03-07";5;"Morocco"
"2022-03-07";7;"Uruguay"
"2022-03-07";7;"El_Salvador"
"2022-03-07";4;"Oman"
"2022-03-07";1;"Yemen"
"2022-03-08";1;"Ivory_Coast"
"2022-03-08";2;"Saudi_Arabia"
"2022-03-08";2;"Benin"
"2022-03-08";4;"Lesotho"
"2022-03-08";1;"Senegal"
"2022-03-08";1;"Bosnia_Herzegovina"
"2022-03-08";4;"Libya"
"2022-03-08";6;"Seychelles"
"2022-03-08";4;"Brazil"
"2022-03-08";6;"Maldives"
"2022-03-08";1;"Sierra_Leone"
"2022-03-08";7;"Bulgaria"
"2022-03-08";1;"Micronesia"
"2022-03-08";2;"Singapore"
"2022-03-08";3;"Burundi"
"2022-03-08";2;"Moldova"
"2022-03-08";2;"Solomon_Islands"
"2022-03-08";1;"Comoros"
"2022-03-08";1;"Mongolia"
"2022-03-08";1;"Turkmenistan"
"2022-03-08";6;"Dominica"
"2022-03-08";6;"Morocco"
"2022-03-08";7;"Uruguay"
"2022-03-08";7;"El_Salvador"
"2022-03-08";4;"Oman"
"2022-03-08";1;"Yemen"
"2022-03-08";1;"Equatorial_Guinea"
"2022-03-08";4;"Panama"
"2022-03-08";2;"Grenada"
"2022-03-08";3;"Philippines"
"2022-03-08";1;"Guyana"
"2022-03-08";2;"Poland"
"2022-03-08";2;"Honduras"
"2022-03-08";2;"Sao_Tome_Principe"
"2022-03-09";3;"Burundi"
"2022-03-09";2;"Moldova"
"2022-03-09";2;"Solomon_Islands"
"2022-03-09";1;"Comoros"
"2022-03-09";1;"Mongolia"
"2022-03-09";1;"Turkmenistan"
"2022-03-09";5;"Dominica"
"2022-03-09";6;"Morocco"
"2022-03-09";8;"Uruguay"
"2022-03-09";7;"El_Salvador"
"2022-03-09";4;"Oman"
"2022-03-09";1;"Yemen"
"2022-03-09";1;"Equatorial_Guinea"
"2022-03-09";4;"Panama"
"2022-03-09";2;"Grenada"
"2022-03-09";3;"Philippines"
"2022-03-09";1;"Guyana"
"2022-03-09";2;"Poland"
"2022-03-09";3;"Honduras"
"2022-03-09";2;"Sao_Tome_Principe"
"2022-03-09";1;"Ivory_Coast"
"2022-03-09";2;"Saudi_Arabia"
"2022-03-09";2;"Benin"
"2022-03-09";4;"Lesotho"
"2022-03-09";1;"Senegal"
"2022-03-09";1;"Bosnia_Herzegovina"
"2022-03-09";3;"Libya"
"2022-03-09";6;"Seychelles"
"2022-03-09";4;"Brazil"
"2022-03-09";5;"Maldives"
"2022-03-09";1;"Sierra_Leone"
"2022-03-09";7;"Bulgaria"
"2022-03-09";1;"Micronesia"
"2022-03-09";2;"Singapore"
"2022-03-10";1;"Equatorial_Guinea"
"2022-03-10";3;"Philippines"
"2022-03-10";2;"Grenada"
"2022-03-10";1;"Poland"
"2022-03-10";1;"Guyana"
"2022-03-10";2;"Sao_Tome_Principe"
"2022-03-10";3;"Honduras"
"2022-03-10";2;"Saudi_Arabia"
"2022-03-10";1;"Ivory_Coast"
"2022-03-10";1;"Senegal"
"2022-03-10";2;"Benin"
"2022-03-10";4;"Lesotho"
"2022-03-10";5;"Seychelles"
"2022-03-10";1;"Bosnia_Herzegovina"
"2022-03-10";3;"Libya"
"2022-03-10";1;"Sierra_Leone"
"2022-03-10";4;"Brazil"
"2022-03-10";5;"Maldives"
"2022-03-10";2;"Singapore"
"2022-03-10";6;"Bulgaria"
"2022-03-10";2;"Micronesia"
"2022-03-10";2;"Solomon_Islands"
"2022-03-10";3;"Burundi"
"2022-03-10";2;"Moldova"
"2022-03-10";1;"Turkmenistan"
"2022-03-10";1;"Comoros"
"2022-03-10";6;"Morocco"
"2022-03-10";8;"Uruguay"
"2022-03-10";5;"Dominica"
"2022-03-10";4;"Oman"
"2022-03-10";1;"Yemen"
"2022-03-10";8;"El_Salvador"
"2022-03-10";4;"Panama"
"2022-03-11";2;"Bosnia_Herzegovina"
"2022-03-11";3;"Libya"
"2022-03-11";1;"Sierra_Leone"
"2022-03-11";5;"Brazil"
"2022-03-11";5;"Maldives"
"2022-03-11";2;"Singapore"
"2022-03-11";5;"Bulgaria"
"2022-03-11";2;"Micronesia"
"2022-03-11";1;"Solomon_Islands"
"2022-03-11";3;"Burundi"
"2022-03-11";2;"Moldova"
"2022-03-11";1;"Turkmenistan"
"2022-03-11";1;"Comoros"
"2022-03-11";6;"Morocco"
"2022-03-11";8;"Uruguay"
"2022-03-11";5;"Dominica"
"2022-03-11";4;"Oman"
"2022-03-11";1;"Yemen"
"2022-03-11";8;"El_Salvador"
"2022-03-11";3;"Panama"
"2022-03-11";1;"Equatorial_Guinea"
"2022-03-11";3;"Philippines"
"2022-03-11";2;"Grenada"
"2022-03-11";1;"Poland"
"2022-03-11";1;"Guyana"
"2022-03-11";2;"Sao_Tome_Principe"
"2022-03-11";3;"Honduras"
"2022-03-11";2;"Saudi_Arabia"
"2022-03-11";1;"Ivory_Coast"
"2022-03-11";1;"Senegal"
"2022-03-11";1;"Benin"
"2022-03-11";4;"Lesotho"
"2022-03-11";5;"Seychelles"
"2022-03-12";5;"Dominica"
"2022-03-12";4;"Oman"
"2022-03-12";1;"Yemen"
"2022-03-12";8;"El_Salvador"
"2022-03-12";3;"Panama"
"2022-03-12";1;"Equatorial_Guinea"
"2022-03-12";3;"Philippines"
"2022-03-12";3;"Grenada"
"2022-03-12";1;"Poland"
"2022-03-12";1;"Guyana"
"2022-03-12";2;"Sao_Tome_Principe"
"2022-03-12";3;"Honduras"
"2022-03-12";2;"Saudi_Arabia"
"2022-03-12";4;"Lesotho"
"2022-03-12";1;"Senegal"
"2022-03-12";1;"Benin"
"2022-03-12";3;"Libya"
"2022-03-12";5;"Seychelles"
"2022-03-12";2;"Bosnia_Herzegovina"
"2022-03-12";1;"Malaysia"
"2022-03-12";2;"Sierra_Leone"
"2022-03-12";5;"Brazil"
"2022-03-12";5;"Maldives"
"2022-03-12";2;"Singapore"
"2022-03-12";4;"Bulgaria"
"2022-03-12";2;"Micronesia"
"2022-03-12";1;"Solomon_Islands"
"2022-03-12";2;"Burundi"
"2022-03-12";2;"Moldova"
"2022-03-12";1;"Turkmenistan"
"2022-03-12";2;"Comoros"
"2022-03-12";6;"Morocco"
"2022-03-12";8;"Uruguay"
"2022-03-13";4;"Lesotho"
"2022-03-13";1;"Senegal"
"2022-03-13";1;"Benin"
"2022-03-13";3;"Libya"
"2022-03-13";5;"Seychelles"
"2022-03-13";2;"Bosnia_Herzegovina"
"2022-03-13";1;"Malaysia"
"2022-03-13";2;"Sierra_Leone"
"2022-03-13";5;"Brazil"
"2022-03-13";5;"Maldives"
"2022-03-13";2;"Singapore"
"2022-03-13";5;"Bulgaria"
"2022-03-13";2;"Micronesia"
"2022-03-13";1;"Solomon_Islands"
"2022-03-13";1;"Burundi"
"2022-03-13";2;"Moldova"
"2022-03-13";2;"Turkmenistan"
"2022-03-13";2;"Comoros"
"2022-03-13";6;"Morocco"
"2022-03-13";8;"Uruguay"
"2022-03-13";5;"Dominica"
"2022-03-13";4;"Oman"
"2022-03-13";8;"El_Salvador"
"2022-03-13";3;"Panama"
"2022-03-13";1;"Equatorial_Guinea"
"2022-03-13";2;"Philippines"
"2022-03-13";3;"Grenada"
"2022-03-13";1;"Poland"
"2022-03-13";1;"Guyana"
"2022-03-13";2;"Sao_Tome_Principe"
"2022-03-13";3;"Honduras"
"2022-03-13";2;"Saudi_Arabia"
"2022-03-14";2;"Comoros"
"2022-03-14";2;"Moldova"
"2022-03-14";2;"Turkmenistan"
"2022-03-14";6;"Dominica"
"2022-03-14";5;"Morocco"
"2022-03-14";6;"Uruguay"
"2022-03-14";9;"El_Salvador"
"2022-03-14";4;"Oman"
"2022-03-14";1;"Equatorial_Guinea"
"2022-03-14";3;"Panama"
"2022-03-14";3;"Grenada"
"2022-03-14";2;"Philippines"
"2022-03-14";1;"Guyana"
"2022-03-14";1;"Poland"
"2022-03-14";3;"Honduras"
"2022-03-14";2;"Sao_Tome_Principe"
"2022-03-14";1;"Laos"
"2022-03-14";2;"Saudi_Arabia"
"2022-03-14";1;"Benin"
"2022-03-14";3;"Lesotho"
"2022-03-14";1;"Senegal"
"2022-03-14";2;"Bosnia_Herzegovina"
"2022-03-14";3;"Libya"
"2022-03-14";5;"Seychelles"
"2022-03-14";5;"Brazil"
"2022-03-14";1;"Malaysia"
"2022-03-14";2;"Sierra_Leone"
"2022-03-14";5;"Bulgaria"
"2022-03-14";5;"Maldives"
"2022-03-14";2;"Singapore"
"2022-03-14";1;"Burundi"
"2022-03-14";2;"Micronesia"
"2022-03-14";1;"Solomon_Islands"
"2022-03-15";3;"Honduras"
"2022-03-15";2;"Sao_Tome_Principe"
"2022-03-15";1;"Laos"
"2022-03-15";2;"Saudi_Arabia"
"2022-03-15";1;"Benin"
"2022-03-15";3;"Lesotho"
"2022-03-15";1;"Senegal"
"2022-03-15";2;"Bosnia_Herzegovina"
"2022-03-15";3;"Libya"
"2022-03-15";5;"Seychelles"
"2022-03-15";5;"Brazil"
"2022-03-15";1;"Malaysia"
"2022-03-15";2;"Sierra_Leone"
"2022-03-15";4;"Bulgaria"
"2022-03-15";4;"Maldives"
"2022-03-15";1;"Singapore"
"2022-03-15";1;"Burundi"
"2022-03-15";2;"Micronesia"
"2022-03-15";1;"Solomon_Islands"
"2022-03-15";2;"Comoros"
"2022-03-15";2;"Moldova"
"2022-03-15";3;"Turkmenistan"
"2022-03-15";6;"Dominica"
"2022-03-15";5;"Morocco"
"2022-03-15";7;"Uruguay"
"2022-03-15";8;"El_Salvador"
"2022-03-15";4;"Oman"
"2022-03-15";1;"Equatorial_Guinea"
"2022-03-15";3;"Panama"
"2022-03-15";3;"Grenada"
"2022-03-15";2;"Philippines"
"2022-03-15";1;"Guyana"
"2022-03-15";1;"Poland"
"2022-03-16";5;"Brazil"
"2022-03-16";1;"Malaysia"
"2022-03-16";1;"Sierra_Leone"
"2022-03-16";4;"Bulgaria"
"2022-03-16";4;"Maldives"
"2022-03-16";1;"Singapore"
"2022-03-16";1;"Burundi"
"2022-03-16";2;"Micronesia"
"2022-03-16";1;"Solomon_Islands"
"2022-03-16";2;"Comoros"
"2022-03-16";2;"Moldova"
"2022-03-16";3;"Turkmenistan"
"2022-03-16";6;"Dominica"
"2022-03-16";5;"Morocco"
"2022-03-16";6;"Uruguay"
"2022-03-16";8;"El_Salvador"
"2022-03-16";4;"Oman"
"2022-03-16";1;"Equatorial_Guinea"
"2022-03-16";3;"Panama"
"2022-03-16";3;"Grenada"
"2022-03-16";1;"Philippines"
"2022-03-16";1;"Guyana"
"2022-03-16";1;"Poland"
"2022-03-16";3;"Honduras"
"2022-03-16";2;"Sao_Tome_Principe"
"2022-03-16";1;"Australia"
"2022-03-16";1;"Laos"
"2022-03-16";2;"Saudi_Arabia"
"2022-03-16";1;"Benin"
"2022-03-16";3;"Lesotho"
"2022-03-16";1;"Senegal"
"2022-03-16";2;"Bosnia_Herzegovina"
"2022-03-16";3;"Libya"
"2022-03-16";5;"Seychelles"
"2022-03-17";7;"El_Salvador"
"2022-03-17";4;"Oman"
"2022-03-17";1;"Equatorial_Guinea"
"2022-03-17";3;"Panama"
"2022-03-17";3;"Grenada"
"2022-03-17";1;"Philippines"
"2022-03-17";1;"Guyana"
"2022-03-17";1;"Poland"
"2022-03-17";3;"Honduras"
"2022-03-17";2;"Sao_Tome_Principe"
"2022-03-17";1;"Australia"
"2022-03-17";1;"Laos"
"2022-03-17";2;"Saudi_Arabia"
"2022-03-17";1;"Benin"
"2022-03-17";3;"Lesotho"
"2022-03-17";5;"Seychelles"
"2022-03-17";2;"Bosnia_Herzegovina"
"2022-03-17";3;"Libya"
"2022-03-17";1;"Sierra_Leone"
"2022-03-17";5;"Brazil"
"2022-03-17";1;"Malaysia"
"2022-03-17";1;"Singapore"
"2022-03-17";4;"Bulgaria"
"2022-03-17";3;"Maldives"
"2022-03-17";1;"Solomon_Islands"
"2022-03-17";1;"Burundi"
"2022-03-17";2;"Micronesia"
"2022-03-17";3;"Turkmenistan"
"2022-03-17";2;"Comoros"
"2022-03-17";2;"Moldova"
"2022-03-17";6;"Uruguay"
"2022-03-17";6;"Dominica"
"2022-03-17";5;"Morocco"
"2022-03-18";1;"Australia"
"2022-03-18";1;"Philippines"
"2022-03-18";1;"Guyana"
"2022-03-18";1;"Benin"
"2022-03-18";2;"Sao_Tome_Principe"
"2022-03-18";2;"Honduras"
"2022-03-18";2;"Saudi_Arabia"
"2022-03-18";1;"Laos"
"2022-03-18";5;"Seychelles"
"2022-03-18";2;"Bosnia_Herzegovina"
"2022-03-18";3;"Lesotho"
"2022-03-18";1;"Sierra_Leone"
"2022-03-18";5;"Brazil"
"2022-03-18";2;"Libya"
"2022-03-18";1;"Singapore"
"2022-03-18";4;"Bulgaria"
"2022-03-18";1;"Malaysia"
"2022-03-18";1;"Solomon_Islands"
"2022-03-18";1;"Burundi"
"2022-03-18";2;"Maldives"
"2022-03-18";2;"Turkmenistan"
"2022-03-18";2;"Comoros"
"2022-03-18";2;"Micronesia"
"2022-03-18";6;"Uruguay"
"2022-03-18";6;"Dominica"
"2022-03-18";2;"Moldova"
"2022-03-18";6;"El_Salvador"
"2022-03-18";4;"Morocco"
"2022-03-18";1;"Equatorial_Guinea"
"2022-03-18";4;"Oman"
"2022-03-18";1;"Finland"
"2022-03-18";3;"Panama"
"2022-03-18";3;"Grenada"
"2022-03-19";4;"Bulgaria"
"2022-03-19";1;"Malaysia"
"2022-03-19";1;"Sierra_Leone"
"2022-03-19";1;"Burundi"
"2022-03-19";1;"Maldives"
"2022-03-19";1;"Singapore"
"2022-03-19";2;"Comoros"
"2022-03-19";2;"Micronesia"
"2022-03-19";1;"Solomon_Islands"
"2022-03-19";5;"Dominica"
"2022-03-19";2;"Moldova"
"2022-03-19";2;"Turkmenistan"
"2022-03-19";6;"El_Salvador"
"2022-03-19";1;"Mongolia"
"2022-03-19";6;"Uruguay"
"2022-03-19";1;"Equatorial_Guinea"
"2022-03-19";5;"Morocco"
"2022-03-19";1;"Finland"
"2022-03-19";3;"Oman"
"2022-03-19";3;"Grenada"
"2022-03-19";3;"Panama"
"2022-03-19";1;"Guyana"
"2022-03-19";1;"Philippines"
"2022-03-19";1;"Australia"
"2022-03-19";2;"Honduras"
"2022-03-19";2;"Sao_Tome_Principe"
"2022-03-19";1;"Benin"
"2022-03-19";1;"Laos"
"2022-03-19";2;"Saudi_Arabia"
"2022-03-19";2;"Bosnia_Herzegovina"
"2022-03-19";4;"Lesotho"
"2022-03-19";1;"Senegal"
"2022-03-19";5;"Brazil"
"2022-03-19";2;"Libya"
"2022-03-19";6;"Seychelles"
"2022-03-20";2;"Moldova"
"2022-03-20";2;"Turkmenistan"
"2022-03-20";6;"El_Salvador"
"2022-03-20";1;"Mongolia"
"2022-03-20";6;"Uruguay"
"2022-03-20";1;"Equatorial_Guinea"
"2022-03-20";5;"Morocco"
"2022-03-20";1;"Finland"
"2022-03-20";2;"Oman"
"2022-03-20";2;"Grenada"
"2022-03-20";3;"Panama"
"2022-03-20";1;"Guyana"
"2022-03-20";1;"Philippines"
"2022-03-20";1;"Australia"
"2022-03-20";1;"Honduras"
"2022-03-20";2;"Sao_Tome_Principe"
"2022-03-20";2;"Benin"
"2022-03-20";1;"Laos"
"2022-03-20";2;"Saudi_Arabia"
"2022-03-20";2;"Bosnia_Herzegovina"
"2022-03-20";4;"Lesotho"
"2022-03-20";1;"Senegal"
"2022-03-20";5;"Brazil"
"2022-03-20";2;"Libya"
"2022-03-20";5;"Seychelles"
"2022-03-20";4;"Bulgaria"
"2022-03-20";1;"Malaysia"
"2022-03-20";1;"Sierra_Leone"
"2022-03-20";1;"Burundi"
"2022-03-20";1;"Maldives"
"2022-03-20";1;"Singapore"
"2022-03-20";3;"Comoros"
"2022-03-20";2;"Micronesia"
"2022-03-20";1;"Solomon_Islands"
"2022-03-20";5;"Dominica"
"2022-03-21";2;"Grenada"
"2022-03-21";4;"Panama"
"2022-03-21";1;"Guyana"
"2022-03-21";1;"Philippines"
"2022-03-21";1;"Australia"
"2022-03-21";1;"Honduras"
"2022-03-21";2;"Sao_Tome_Principe"
"2022-03-21";2;"Benin"
"2022-03-21";2;"Laos"
"2022-03-21";2;"Saudi_Arabia"
"2022-03-21";2;"Bosnia_Herzegovina"
"2022-03-21";3;"Lesotho"
"2022-03-21";1;"Senegal"
"2022-03-21";5;"Brazil"
"2022-03-21";2;"Libya"
"2022-03-21";5;"Seychelles"
"2022-03-21";3;"Bulgaria"
"2022-03-21";1;"Malaysia"
"2022-03-21";1;"Sierra_Leone"
"2022-03-21";1;"Burundi"
"2022-03-21";2;"Maldives"
"2022-03-21";1;"Singapore"
"2022-03-21";3;"Comoros"
"2022-03-21";3;"Micronesia"
"2022-03-21";1;"Solomon_Islands"
"2022-03-21";5;"Dominica"
"2022-03-21";2;"Moldova"
"2022-03-21";2;"Turkmenistan"
"2022-03-21";6;"El_Salvador"
"2022-03-21";1;"Mongolia"
"2022-03-21";5;"Uruguay"
"2022-03-21";1;"Equatorial_Guinea"
"2022-03-21";5;"Morocco"
"2022-03-21";1;"Finland"
"2022-03-21";2;"Oman"
"2022-03-22";2;"Kuwait"
"2022-03-22";2;"Sao_Tome_Principe"
"2022-03-22";1;"Bosnia_Herzegovina"
"2022-03-22";2;"Laos"
"2022-03-22";2;"Saudi_Arabia"
"2022-03-22";5;"Brazil"
"2022-03-22";3;"Lesotho"
"2022-03-22";1;"Senegal"
"2022-03-22";3;"Bulgaria"
"2022-03-22";2;"Libya"
"2022-03-22";4;"Seychelles"
"2022-03-22";1;"Burundi"
"2022-03-22";1;"Malaysia"
"2022-03-22";1;"Sierra_Leone"
"2022-03-22";3;"Comoros"
"2022-03-22";3;"Maldives"
"2022-03-22";1;"Singapore"
"2022-03-22";6;"Dominica"
"2022-03-22";3;"Micronesia"
"2022-03-22";1;"Solomon_Islands"
"2022-03-22";6;"El_Salvador"
"2022-03-22";2;"Moldova"
"2022-03-22";2;"Turkmenistan"
"2022-03-22";1;"Equatorial_Guinea"
"2022-03-22";1;"Mongolia"
"2022-03-22";5;"Uruguay"
"2022-03-22";1;"Finland"
"2022-03-22";5;"Morocco"
"2022-03-22";2;"Grenada"
"2022-03-22";2;"Oman"
"2022-03-22";1;"Guyana"
"2022-03-22";4;"Panama"
"2022-03-22";1;"Australia"
"2022-03-22";1;"Honduras"
"2022-03-22";1;"Philippines"
"2022-03-22";2;"Benin"
"2022-03-23";4;"Bulgaria"
"2022-03-23";2;"Libya"
"2022-03-23";4;"Seychelles"
"2022-03-23";1;"Burundi"
"2022-03-23";1;"Malaysia"
"2022-03-23";1;"Sierra_Leone"
"2022-03-23";3;"Comoros"
"2022-03-23";3;"Maldives"
"2022-03-23";1;"Singapore"
"2022-03-23";6;"Dominica"
"2022-03-23";3;"Micronesia"
"2022-03-23";1;"Solomon_Islands"
"2022-03-23";5;"El_Salvador"
"2022-03-23";2;"Moldova"
"2022-03-23";2;"Turkmenistan"
"2022-03-23";2;"Equatorial_Guinea"
"2022-03-23";1;"Mongolia"
"2022-03-23";5;"Uruguay"
"2022-03-23";1;"Finland"
"2022-03-23";5;"Morocco"
"2022-03-23";2;"Grenada"
"2022-03-23";3;"Oman"
"2022-03-23";1;"Guyana"
"2022-03-23";4;"Panama"
"2022-03-23";1;"Australia"
"2022-03-23";1;"Honduras"
"2022-03-23";1;"Philippines"
"2022-03-23";2;"Benin"
"2022-03-23";2;"Kuwait"
"2022-03-23";2;"Sao_Tome_Principe"
"2022-03-23";1;"Bosnia_Herzegovina"
"2022-03-23";2;"Laos"
"2022-03-23";2;"Saudi_Arabia"
"2022-03-23";4;"Brazil"
"2022-03-23";3;"Lesotho"
"2022-03-23";1;"Senegal"
"2022-03-24";3;"Comoros"
"2022-03-24";3;"Maldives"
"2022-03-24";1;"Singapore"
"2022-03-24";7;"Dominica"
"2022-03-24";3;"Micronesia"
"2022-03-24";1;"Solomon_Islands"
"2022-03-24";5;"El_Salvador"
"2022-03-24";2;"Moldova"
"2022-03-24";2;"Turkmenistan"
"2022-03-24";2;"Equatorial_Guinea"
"2022-03-24";1;"Mongolia"
"2022-03-24";6;"Uruguay"
"2022-03-24";1;"Finland"
"2022-03-24";6;"Morocco"
"2022-03-24";3;"Grenada"
"2022-03-24";3;"Oman"
"2022-03-24";1;"Guyana"
"2022-03-24";5;"Panama"
"2022-03-24";1;"Australia"
"2022-03-24";1;"Honduras"
"2022-03-24";1;"Philippines"
"2022-03-24";2;"Benin"
"2022-03-24";2;"Kuwait"
"2022-03-24";2;"Sao_Tome_Principe"
"2022-03-24";1;"Bosnia_Herzegovina"
"2022-03-24";2;"Laos"
"2022-03-24";1;"Saudi_Arabia"
"2022-03-24";4;"Brazil"
"2022-03-24";2;"Lesotho"
"2022-03-24";1;"Senegal"
"2022-03-24";3;"Bulgaria"
"2022-03-24";2;"Libya"
"2022-03-24";4;"Seychelles"
"2022-03-24";1;"Burundi"
"2022-03-24";1;"Malaysia"
"2022-03-24";1;"Sierra_Leone"
"2022-03-25";2;"Turkmenistan"
"2022-03-25";2;"Finland"
"2022-03-25";1;"Mongolia"
"2022-03-25";7;"Uruguay"
"2022-03-25";4;"Grenada"
"2022-03-25";6;"Morocco"
"2022-03-25";1;"Guyana"
"2022-03-25";3;"Oman"
"2022-03-25";1;"Honduras"
"2022-03-25";6;"Panama"
"2022-03-25";1;"Australia"
"2022-03-25";1;"Ivory_Coast"
"2022-03-25";1;"Philippines"
"2022-03-25";2;"Benin"
"2022-03-25";2;"Kuwait"
"2022-03-25";3;"Sao_Tome_Principe"
"2022-03-25";1;"Bosnia_Herzegovina"
"2022-03-25";2;"Laos"
"2022-03-25";1;"Saudi_Arabia"
"2022-03-25";4;"Brazil"
"2022-03-25";2;"Lesotho"
"2022-03-25";1;"Senegal"
"2022-03-25";4;"Bulgaria"
"2022-03-25";2;"Libya"
"2022-03-25";4;"Seychelles"
"2022-03-25";3;"Comoros"
"2022-03-25";1;"Malaysia"
"2022-03-25";1;"Sierra_Leone"
"2022-03-25";7;"Dominica"
"2022-03-25";3;"Maldives"
"2022-03-25";1;"Singapore"
"2022-03-25";5;"El_Salvador"
"2022-03-25";3;"Micronesia"
"2022-03-25";1;"Solomon_Islands"
"2022-03-25";2;"Equatorial_Guinea"
"2022-03-25";2;"Moldova"
"2022-03-26";1;"Guyana"
"2022-03-26";3;"Oman"
"2022-03-26";1;"Honduras"
"2022-03-26";5;"Panama"
"2022-03-26";1;"Australia"
"2022-03-26";1;"Ivory_Coast"
"2022-03-26";1;"Philippines"
"2022-03-26";2;"Benin"
"2022-03-26";2;"Kuwait"
"2022-03-26";3;"Sao_Tome_Principe"
"2022-03-26";1;"Bosnia_Herzegovina"
"2022-03-26";2;"Laos"
"2022-03-26";2;"Senegal"
"2022-03-26";5;"Brazil"
"2022-03-26";2;"Lesotho"
"2022-03-26";4;"Seychelles"
"2022-03-26";4;"Bulgaria"
"2022-03-26";2;"Libya"
"2022-03-26";1;"Sierra_Leone"
"2022-03-26";3;"Comoros"
"2022-03-26";1;"Malaysia"
"2022-03-26";1;"Singapore"
"2022-03-26";7;"Dominica"
"2022-03-26";3;"Maldives"
"2022-03-26";1;"Solomon_Islands"
"2022-03-26";4;"El_Salvador"
"2022-03-26";3;"Micronesia"
"2022-03-26";2;"Turkmenistan"
"2022-03-26";2;"Equatorial_Guinea"
"2022-03-26";2;"Moldova"
"2022-03-26";7;"Uruguay"
"2022-03-26";2;"Finland"
"2022-03-26";1;"Mongolia"
"2022-03-26";4;"Grenada"
"2022-03-26";6;"Morocco"
"2022-03-27";1;"Philippines"
"2022-03-27";1;"Bosnia_Herzegovina"
"2022-03-27";2;"Kuwait"
"2022-03-27";3;"Sao_Tome_Principe"
"2022-03-27";4;"Brazil"
"2022-03-27";2;"Laos"
"2022-03-27";2;"Senegal"
"2022-03-27";3;"Bulgaria"
"2022-03-27";2;"Lesotho"
"2022-03-27";4;"Seychelles"
"2022-03-27";1;"Burundi"
"2022-03-27";2;"Libya"
"2022-03-27";1;"Sierra_Leone"
"2022-03-27";3;"Comoros"
"2022-03-27";1;"Malaysia"
"2022-03-27";1;"Singapore"
"2022-03-27";7;"Dominica"
"2022-03-27";3;"Maldives"
"2022-03-27";1;"Solomon_Islands"
"2022-03-27";4;"El_Salvador"
"2022-03-27";3;"Micronesia"
"2022-03-27";2;"Turkmenistan"
"2022-03-27";2;"Equatorial_Guinea"
"2022-03-27";2;"Moldova"
"2022-03-27";7;"Uruguay"
"2022-03-27";2;"Finland"
"2022-03-27";1;"Mongolia"
"2022-03-27";4;"Grenada"
"2022-03-27";6;"Morocco"
"2022-03-27";1;"Guyana"
"2022-03-27";3;"Oman"
"2022-03-27";1;"Australia"
"2022-03-27";1;"Honduras"
"2022-03-27";5;"Panama"
"2022-03-27";2;"Benin"
"2022-03-27";1;"Ivory_Coast"
"2022-03-28";3;"Bulgaria"
"2022-03-28";2;"Lesotho"
"2022-03-28";2;"Seychelles"
"2022-03-28";1;"Burundi"
"2022-03-28";2;"Libya"
"2022-03-28";1;"Sierra_Leone"
"2022-03-28";3;"Comoros"
"2022-03-28";1;"Malaysia"
"2022-03-28";1;"Singapore"
"2022-03-28";7;"Dominica"
"2022-03-28";3;"Maldives"
"2022-03-28";1;"Solomon_Islands"
"2022-03-28";4;"El_Salvador"
"2022-03-28";3;"Micronesia"
"2022-03-28";2;"Turkmenistan"
"2022-03-28";2;"Equatorial_Guinea"
"2022-03-28";1;"Moldova"
"2022-03-28";7;"Uruguay"
"2022-03-28";2;"Finland"
"2022-03-28";1;"Mongolia"
"2022-03-28";4;"Grenada"
"2022-03-28";6;"Morocco"
"2022-03-28";1;"Guyana"
"2022-03-28";4;"Oman"
"2022-03-28";1;"Australia"
"2022-03-28";1;"Honduras"
"2022-03-28";5;"Panama"
"2022-03-28";1;"Benin"
"2022-03-28";1;"Ivory_Coast"
"2022-03-28";1;"Philippines"
"2022-03-28";1;"Bosnia_Herzegovina"
"2022-03-28";2;"Kuwait"
"2022-03-28";2;"Sao_Tome_Principe"
"2022-03-28";4;"Brazil"
"2022-03-28";2;"Laos"
"2022-03-28";2;"Senegal"
"2022-03-29";1;"Malaysia"
"2022-03-29";2;"Sierra_Leone"
"2022-03-29";6;"Dominica"
"2022-03-29";2;"Maldives"
"2022-03-29";1;"Singapore"
"2022-03-29";4;"El_Salvador"
"2022-03-29";3;"Micronesia"
"2022-03-29";1;"Solomon_Islands"
"2022-03-29";3;"Equatorial_Guinea"
"2022-03-29";1;"Moldova"
"2022-03-29";2;"Turkmenistan"
"2022-03-29";2;"Finland"
"2022-03-29";1;"Mongolia"
"2022-03-29";7;"Uruguay"
"2022-03-29";3;"Grenada"
"2022-03-29";5;"Morocco"
"2022-03-29";2;"Guyana"
"2022-03-29";1;"Namibia"
"2022-03-29";1;"Australia"
"2022-03-29";1;"Honduras"
"2022-03-29";4;"Oman"
"2022-03-29";1;"Benin"
"2022-03-29";2;"Ivory_Coast"
"2022-03-29";5;"Panama"
"2022-03-29";1;"Bosnia_Herzegovina"
"2022-03-29";2;"Kuwait"
"2022-03-29";1;"Philippines"
"2022-03-29";4;"Brazil"
"2022-03-29";2;"Laos"
"2022-03-29";2;"Sao_Tome_Principe"
"2022-03-29";3;"Bulgaria"
"2022-03-29";2;"Lesotho"
"2022-03-29";2;"Senegal"
"2022-03-29";1;"Burundi"
"2022-03-29";2;"Libya"
"2022-03-29";2;"Seychelles"
"2022-03-29";3;"Comoros"
"2022-03-30";6;"Dominica"
